step,epoch,train_loss,learning_rate,grad_norm,eval_loss,perplexity
1,0.025518341307814992,2.0587291717529297,0.0,9.302353858947754,,
5,0.12759170653907495,2.0099215507507324,4.000000000000001e-06,12.018436431884766,,
10,0.2551834130781499,1.8310022354125977,9e-06,24.005434036254883,,
15,0.3827751196172249,1.764487075805664,1.4000000000000001e-05,8.003711700439453,,
20,0.5103668261562998,1.5388505935668946,1.9e-05,5.605801105499268,,
25,0.6379585326953748,1.113688850402832,2.4e-05,4.478553295135498,0.7662403583526611,2.1516616344451904
30,0.7655502392344498,0.7667965412139892,2.9e-05,3.445044755935669,,
35,0.8931419457735247,0.5549103260040283,3.4000000000000007e-05,2.1776230335235596,,
40,1.0,0.5413394451141358,3.9000000000000006e-05,2.473853826522827,,
45,1.127591706539075,0.5333309173583984,4.4000000000000006e-05,1.5858490467071533,,
50,1.2551834130781498,0.48083910942077634,4.9e-05,1.372012972831726,0.4954976737499237,1.6413148641586304
55,1.3827751196172249,0.5482532024383545,4.959823971496574e-05,1.531613826751709,,
60,1.5103668261562997,0.41414928436279297,4.7988194313786275e-05,1.9954288005828857,,
65,1.6379585326953747,0.6257652759552002,4.522542485937369e-05,1.6778018474578857,,
70,1.7655502392344498,0.49028835296630857,4.144846814849282e-05,2.0192525386810303,,
75,1.8931419457735248,0.46272883415222166,3.6846716561824965e-05,1.6929088830947876,0.4841926097869873,1.6228642463684082
80,2.0,0.48193511962890623,3.165092113916688e-05,4.307182788848877,,
85,2.127591706539075,0.3472240924835205,2.6121620758762877e-05,1.3091161251068115,,
90,2.25518341307815,0.3532582998275757,2.0536077630034086e-05,1.3572618961334229,,
95,2.382775119617225,0.37970054149627686,1.5174374208651912e-05,1.727513074874878,,
100,2.5103668261562997,0.37485954761505125,1.0305368692688174e-05,1.8743902444839478,0.48436036705970764,1.6231365203857422
105,2.6379585326953747,0.36192922592163085,6.173213349909729e-06,1.7429673671722412,,
110,2.7655502392344498,0.38282725811004636,2.98511170358155e-06,1.2701330184936523,,
115,2.893141945773525,0.34131052494049074,9.009284826036691e-07,1.5066019296646118,,
120,3.0,0.35665597915649416,2.5173336467135267e-08,3.846431255340576,0.4849167764186859,1.624039888381958
